TYPEID,GROUPID,TYPENAME,MASS,VOLUME,CAPACITY,PORTIONSIZE,RACEID,BASEPRICE,PUBLISHED,MARKETGROUPID,CHANCEOFDUPLICATING
18601,727,Hedbergite Mining Crystal II Blueprint,0,0.01,0,1,,0,1,,0
18602,482,Hemorphite Mining Crystal II,1,10,0,1,,166400,1,593,0.07
18603,727,Hemorphite Mining Crystal II Blueprint,0,0.01,0,1,,0,1,,0
18604,482,Jaspet Mining Crystal II,1,10,0,1,,149504,1,593,0.07
18605,727,Jaspet Mining Crystal II Blueprint,0,0.01,0,1,,0,1,,0
18606,482,Kernite Mining Crystal II,1,10,0,1,,130048,1,593,0.07
18607,727,Kernite Mining Crystal II Blueprint,0,0.01,0,1,,0,1,,0
18608,663,Mercoxit Mining Crystal II,1,10,0,1,,516608,1,593,0.07
18609,727,Mercoxit Mining Crystal II Blueprint,0,0.01,0,1,,0,1,,0
18610,482,Omber Mining Crystal II,1,10,0,1,,99328,1,593,0.07
18611,727,Omber Mining Crystal II Blueprint,0,0.01,0,1,,0,1,,0
18612,482,Plagioclase Mining Crystal II,1,10,0,1,,79872,1,593,0.07
18613,727,Plagioclase Mining Crystal II Blueprint,0,0.01,0,1,,0,1,,0
18614,482,Pyroxeres Mining Crystal II,1,10,0,1,,62976,1,593,0.07
18615,727,Pyroxeres Mining Crystal II Blueprint,0,0.01,0,1,,0,1,,0
18616,482,Scordite Mining Crystal II,1,10,0,1,,44032,1,593,0.07
18617,727,Scordite Mining Crystal II Blueprint,0,0.01,0,1,,0,1,,0
18618,482,Veldspar Mining Crystal II,1,10,0,1,,27136,1,593,0.07
18619,727,Veldspar Mining Crystal II Blueprint,0,0.01,0,1,,0,1,,0
18624,482,Spodumain Mining Crystal II,1,10,0,1,,237056,1,593,0.07
18625,727,Spodumain Mining Crystal II Blueprint,0,0.01,0,1,,0,1,,0
18626,492,Quest Survey Probe I,1,5,0,1,,49688,1,1200,0.07
18628,496,Scratched Cask,10000,27500,2700,1,,0,0,,0
18629,496,Assembled Container,10000,27500,2700,1,,0,0,,0
18630,495,Serpentis Fleet Stronghold,1000,1000,1000,1,8,0,0,,0
18631,495,Angel Retention Facility,1000,1000,1000,1,2,0,0,,0
18632,494,Radiating Telescope,100000,100000000,10000,1,,0,0,,0
18633,494,Sansha Outpost Administration Building,100000,100000000,10000,1,,0,0,,0
18634,494,Serpentis Narcotics Storage,100000,100000000,10000,1,,0,0,,0
18635,492,Discovery Survey Probe I,1,10,0,1,,76080,1,1200,0.07
18637,492,Gaze Survey Probe I,1,5,0,1,,107784,1,1200,0.07
18639,481,Expanded Probe Launcher I,0,5,8,1,,6670,1,712,0.07
18640,918,Expanded Probe Launcher I Blueprint,0,0.01,0,1,,60000,1,1198,0
18641,820,Guristas Harlot Procurer,10100000,101000,235,1,1,0,0,,0.07
18642,353,QA Smartbomb,100,1,0,1,,312496,0,,0.07
18644,474,High Roller's Passcard,1,0.1,0,1,,0,1,,0
18645,494,Captive Fighting Arena,100000,100000000,10000,1,,0,0,,0
18654,409,Olufami's Insignia,0.1,0.1,0,1,2,0,1,,0
18655,314,Olufami's DNA,1,0.1,0,1,,0,1,752,0
18656,817,Shimon Jaen,12250000,115000,465,1,4,0,0,,0
18657,409,Shimon Jaen's Insignia,0.1,0.1,0,1,1,0,1,737,0
18658,46,Gistii C-Type 1MN Afterburner,0,5,0,1,,161280,1,542,0.07
18660,46,Gistum C-Type 10MN Afterburner,0,5,0,1,,161280,1,542,0.07
18662,46,Gist C-Type 100MN Afterburner,0,5,0,1,,161280,1,542,0.07
18664,46,Gistii B-Type 1MN Afterburner,0,5,0,1,,161280,1,542,0.07
18666,46,Gistum B-Type 10MN Afterburner,0,5,0,1,,161280,1,542,0.07
18668,46,Gist B-Type 100MN Afterburner,0,5,0,1,,161280,1,542,0.07
18670,46,Gistii A-Type 1MN Afterburner,0,5,0,1,,161280,1,542,0.07
18672,46,Gistum A-Type 10MN Afterburner,0,5,0,1,,161280,1,542,0.07
18674,46,Gist A-Type 100MN Afterburner,0,5,0,1,,161280,1,542,0.07
18676,46,Gist X-Type 100MN Afterburner,0,5,0,1,,161280,1,542,0.07
18678,816,Zelfarios Kashnostramus,10010000,100100,235,1,4,0,0,,0.07
18679,370,Zelfarios Kashnostramus's Tag,1,0.1,0,1,,0,1,750,0
18680,46,Coreli C-Type 1MN Afterburner,0,5,0,1,,161280,1,542,0.07
18682,46,Corelum C-Type 10MN Afterburner,0,5,0,1,,161280,1,542,0.07
18684,46,Core C-Type 100MN Afterburner,0,5,0,1,,161280,1,542,0.07
18686,46,Coreli B-Type 1MN Afterburner,0,5,0,1,,161280,1,542,0.07
18688,46,Corelum B-Type 10MN Afterburner,0,5,0,1,,161280,1,542,0.07
18690,46,Core B-Type 100MN Afterburner,0,5,0,1,,161280,1,542,0.07
18692,46,Coreli A-Type 1MN Afterburner,0,5,0,1,,161280,1,542,0.07
18694,46,Corelum A-Type 10MN Afterburner,0,5,0,1,,161280,1,542,0.07
18696,46,Core A-Type 100MN Afterburner,0,5,0,1,,161280,1,542,0.07
18698,46,Core X-Type 100MN Afterburner,0,5,0,1,,161280,1,542,0.07
18700,98,Corpii C-Type Adaptive Nano Plating,1,5,0,1,,7468,1,1670,0.07
18702,98,Centii C-Type Adaptive Nano Plating,1,5,0,1,,7468,1,1670,0.07
18704,98,Corpii B-Type Adaptive Nano Plating,1,5,0,1,,7468,1,1670,0.07
18706,98,Centii B-Type Adaptive Nano Plating,1,5,0,1,,7468,1,1670,0.07
18708,98,Corpii A-Type Adaptive Nano Plating,1,5,0,1,,7468,1,1670,0.07
18710,98,Centii A-Type Adaptive Nano Plating,1,5,0,1,,7468,1,1670,0.07
18712,98,Corpii C-Type Kinetic Plating,1,5,0,1,,4974,1,1666,0.07
18714,98,Centii C-Type Kinetic Plating,1,5,0,1,,4974,1,1666,0.07
18716,98,Corpii C-Type Explosive Plating,1,5,0,1,,4974,1,1667,0.07
18718,98,Centii C-Type Explosive Plating,1,5,0,1,,4974,1,1667,0.07
18720,98,Corpii C-Type EM Plating,1,5,0,1,,4974,1,1668,0.07
18722,98,Centii C-Type EM Plating,1,5,0,1,,4974,1,1668,0.07
18724,98,Corpii C-Type Thermic Plating,1,5,0,1,,4974,1,1665,0.07
18726,98,Centii C-Type Thermic Plating,1,5,0,1,,4974,1,1665,0.07
18728,98,Corpii B-Type Thermic Plating,1,5,0,1,,4974,1,1665,0.07
18730,98,Centii B-Type Thermic Plating,1,5,0,1,,4974,1,1665,0.07
18740,98,Corpii B-Type Kinetic Plating,1,5,0,1,,4974,1,1666,0.07
18742,98,Centii B-Type Kinetic Plating,1,5,0,1,,4974,1,1666,0.07
18744,98,Corpii B-Type Explosive Plating,1,5,0,1,,4974,1,1667,0.07
18746,98,Centii B-Type Explosive Plating,1,5,0,1,,4974,1,1667,0.07
18748,98,Corpii B-Type EM Plating,1,5,0,1,,4974,1,1668,0.07
18750,98,Centii B-Type EM Plating,1,5,0,1,,4974,1,1668,0.07
18752,98,Corpii A-Type Kinetic Plating,1,5,0,1,,4974,1,1666,0.07
18754,98,Centii A-Type Kinetic Plating,1,5,0,1,,4974,1,1666,0.07
18756,98,Corpii A-Type Explosive Plating,1,5,0,1,,4974,1,1667,0.07
18758,98,Centii A-Type Explosive Plating,1,5,0,1,,4974,1,1667,0.07
18760,98,Corpii A-Type EM Plating,1,5,0,1,,4974,1,1668,0.07
18762,98,Centii A-Type EM Plating,1,5,0,1,,4974,1,1668,0.07
18764,98,Corpii A-Type Thermic Plating,1,5,0,1,,4974,1,1665,0.07
18766,98,Centii A-Type Thermic Plating,1,5,0,1,,4974,1,1665,0.07
18768,98,Coreli C-Type Adaptive Nano Plating,1,5,0,1,,7468,1,1670,0.07
18770,98,Coreli C-Type Kinetic Plating,1,5,0,1,,4974,1,1666,0.07
18772,98,Coreli C-Type Explosive Plating,1,5,0,1,,4974,1,1667,0.07
18775,98,Coreli C-Type EM Plating,1,5,0,1,,4974,1,1668,0.07
18777,98,Coreli C-Type Thermic Plating,1,5,0,1,,4974,1,1665,0.07
18779,98,Coreli B-Type Adaptive Nano Plating,1,5,0,1,,7468,1,1670,0.07
18781,98,Coreli B-Type Kinetic Plating,1,5,0,1,,4974,1,1666,0.07
18783,98,Coreli B-Type Explosive Plating,1,5,0,1,,4974,1,1667,0.07
18785,98,Coreli B-Type EM Plating,1,5,0,1,,4974,1,1668,0.07
18787,98,Coreli B-Type Thermic Plating,1,5,0,1,,4974,1,1665,0.07
18789,98,Coreli A-Type Adaptive Nano Plating,1,5,0,1,,7468,1,1670,0.07
18791,98,Coreli A-Type Kinetic Plating,1,5,0,1,,4974,1,1666,0.07
18793,98,Coreli A-Type Explosive Plating,1,5,0,1,,4974,1,1667,0.07
18795,98,Coreli A-Type EM Plating,1,5,0,1,,4974,1,1668,0.07
18797,98,Coreli A-Type Thermic Plating,1,5,0,1,,4974,1,1665,0.07
18799,326,Corelum C-Type Energized Adaptive Nano Membrane,1,5,0,1,,100000,1,1686,0.07
18801,326,Corelum C-Type Energized Kinetic Membrane,1,5,0,1,,75000,1,1685,0.07
18803,326,Corelum C-Type Energized Explosive Membrane,1,5,0,1,,75000,1,1682,0.07
18805,326,Corelum C-Type Energized EM Membrane,1,5,0,1,,75000,1,1684,0.07
18807,326,Corelum C-Type Energized Thermic Membrane,1,5,0,1,,75000,1,1683,0.07
18809,326,Corelum B-Type Energized Adaptive Nano Membrane,1,5,0,1,,100000,1,1686,0.07
18811,326,Corelum B-Type Energized Kinetic Membrane,1,5,0,1,,75000,1,1685,0.07
18813,326,Corelum B-Type Energized Explosive Membrane,1,5,0,1,,75000,1,1682,0.07
18815,326,Corelum B-Type Energized EM Membrane,1,5,0,1,,75000,1,1684,0.07
18817,326,Corelum B-Type Energized Thermic Membrane,1,5,0,1,,75000,1,1683,0.07
18819,326,Corelum A-Type Energized Adaptive Nano Membrane,1,5,0,1,,100000,1,1686,0.07
18821,326,Corelum A-Type Energized Kinetic Membrane,1,5,0,1,,75000,1,1685,0.07
18823,326,Corelum A-Type Energized Explosive Membrane,1,5,0,1,,75000,1,1682,0.07
18825,326,Corelum A-Type Energized EM Membrane,1,5,0,1,,75000,1,1684,0.07
18827,326,Corelum A-Type Energized Thermic Membrane,1,5,0,1,,75000,1,1683,0.07
18829,326,Corpum C-Type Energized Adaptive Nano Membrane,1,5,0,1,,100000,1,1686,0.07
18831,326,Centum C-Type Energized Adaptive Nano Membrane,1,5,0,1,,100000,1,1686,0.07
18833,326,Corpum C-Type Energized Kinetic Membrane,1,5,0,1,,75000,1,1685,0.07
18835,326,Centum C-Type Energized Kinetic Membrane,1,5,0,1,,75000,1,1685,0.07
18837,326,Corpum C-Type Energized Explosive Membrane,1,5,0,1,,75000,1,1682,0.07
18839,326,Centum C-Type Energized Explosive Membrane,1,5,0,1,,75000,1,1682,0.07
18841,326,Corpum C-Type Energized EM Membrane,1,5,0,1,,75000,1,1684,0.07
18843,326,Centum C-Type Energized EM Membrane,1,5,0,1,,75000,1,1684,0.07
18845,326,Corpum C-Type Energized Thermic Membrane,1,5,0,1,,75000,1,1683,0.07
18847,326,Centum C-Type Energized Thermic Membrane,1,5,0,1,,75000,1,1683,0.07
18849,326,Corpum B-Type Energized Adaptive Nano Membrane,1,5,0,1,,100000,1,1686,0.07
18851,326,Centum B-Type Energized Adaptive Nano Membrane,1,5,0,1,,100000,1,1686,0.07
18853,326,Corpum B-Type Energized Kinetic Membrane,1,5,0,1,,75000,1,1685,0.07
18855,326,Centum B-Type Energized Kinetic Membrane,1,5,0,1,,75000,1,1685,0.07
18857,326,Corpum B-Type Energized Explosive Membrane,1,5,0,1,,75000,1,1682,0.07
18859,326,Centum B-Type Energized Explosive Membrane,1,5,0,1,,75000,1,1682,0.07
18861,326,Corpum B-Type Energized Thermic Membrane,1,5,0,1,,75000,1,1683,0.07
18863,326,Centum B-Type Energized Thermic Membrane,1,5,0,1,,75000,1,1683,0.07
18865,326,Corpum A-Type Energized Thermic Membrane,1,5,0,1,,75000,1,1683,0.07
18867,326,Centum A-Type Energized Thermic Membrane,1,5,0,1,,75000,1,1683,0.07
18869,326,Corpum A-Type Energized EM Membrane,1,5,0,1,,75000,1,1684,0.07
18871,326,Centum A-Type Energized EM Membrane,1,5,0,1,,75000,1,1684,0.07
18873,326,Corpum A-Type Energized Explosive Membrane,1,5,0,1,,75000,1,1682,0.07
18875,326,Centum A-Type Energized Explosive Membrane,1,5,0,1,,75000,1,1682,0.07
18877,326,Corpum A-Type Energized Kinetic Membrane,1,5,0,1,,75000,1,1685,0.07
18879,326,Centum A-Type Energized Kinetic Membrane,1,5,0,1,,75000,1,1685,0.07
18881,326,Corpum A-Type Energized Adaptive Nano Membrane,1,5,0,1,,100000,1,1686,0.07
18883,326,Centum A-Type Energized Adaptive Nano Membrane,1,5,0,1,,100000,1,1686,0.07
18885,328,Corpus C-Type Armor EM Hardener,1,5,0,1,,200000,1,1681,0.07
18887,328,Centus C-Type Armor EM Hardener,1,5,0,1,,200000,1,1681,0.07
18889,328,Corpus C-Type Armor Explosive Hardener,1,5,0,1,,350000,1,1680,0.07
18891,328,Centus C-Type Armor Explosive Hardener,1,5,0,1,,350000,1,1680,0.07
18893,328,Corpus C-Type Armor Kinetic Hardener,1,5,0,1,,300000,1,1679,0.07
18895,328,Centus C-Type Armor Kinetic Hardener,1,5,0,1,,300000,1,1679,0.07
18897,328,Corpus C-Type Armor Thermic Hardener,1,5,0,1,,250000,1,1678,0.07
18899,328,Centus C-Type Armor Thermic Hardener,1,5,0,1,,250000,1,1678,0.07
18901,328,Corpus B-Type Armor EM Hardener,1,5,0,1,,200000,1,1681,0.07
18903,328,Centus B-Type Armor EM Hardener,1,5,0,1,,200000,1,1681,0.07
18905,328,Corpus B-Type Armor Explosive Hardener,1,5,0,1,,350000,1,1680,0.07
18907,328,Centus B-Type Armor Explosive Hardener,1,5,0,1,,350000,1,1680,0.07
18909,328,Corpus B-Type Armor Kinetic Hardener,1,5,0,1,,300000,1,1679,0.07
18911,328,Centus B-Type Armor Kinetic Hardener,1,5,0,1,,300000,1,1679,0.07
18913,328,Corpus B-Type Armor Thermic Hardener,1,5,0,1,,250000,1,1678,0.07
18915,328,Centus B-Type Armor Thermic Hardener,1,5,0,1,,250000,1,1678,0.07
18917,328,Corpus A-Type Armor Thermic Hardener,1,5,0,1,,250000,1,1678,0.07
18919,328,Centus A-Type Armor Thermic Hardener,1,5,0,1,,250000,1,1678,0.07
18921,328,Corpus A-Type Armor Kinetic Hardener,1,5,0,1,,300000,1,1679,0.07
18923,328,Centus A-Type Armor Kinetic Hardener,1,5,0,1,,300000,1,1679,0.07
18925,328,Corpus A-Type Armor Explosive Hardener,1,5,0,1,,350000,1,1680,0.07
18927,328,Centus A-Type Armor Explosive Hardener,1,5,0,1,,350000,1,1680,0.07
18929,328,Corpus A-Type Armor EM Hardener,1,5,0,1,,200000,1,1681,0.07
18931,328,Centus A-Type Armor EM Hardener,1,5,0,1,,200000,1,1681,0.07
18933,328,Corpus X-Type Armor EM Hardener,1,5,0,1,,200000,1,1681,0.07
18935,328,Centus X-Type Armor EM Hardener,1,5,0,1,,200000,1,1681,0.07
18937,328,Corpus X-Type Armor Explosive Hardener,1,5,0,1,,350000,1,1680,0.07
18939,328,Centus X-Type Armor Explosive Hardener,1,5,0,1,,350000,1,1680,0.07
18941,328,Corpus X-Type Armor Kinetic Hardener,1,5,0,1,,300000,1,1679,0.07
18943,328,Centus X-Type Armor Kinetic Hardener,1,5,0,1,,300000,1,1679,0.07
18945,328,Corpus X-Type Armor Thermic Hardener,1,5,0,1,,250000,1,1678,0.07
18947,328,Centus X-Type Armor Thermic Hardener,1,5,0,1,,250000,1,1678,0.07
18949,328,Core C-Type Armor EM Hardener,1,5,0,1,,200000,1,1681,0.07
18951,328,Core C-Type Armor Explosive Hardener,1,5,0,1,,350000,1,1680,0.07
18953,328,Core C-Type Armor Kinetic Hardener,1,5,0,1,,300000,1,1679,0.07
18955,328,Core C-Type Armor Thermic Hardener,1,5,0,1,,250000,1,1678,0.07
18957,328,Core B-Type Armor EM Hardener,1,5,0,1,,200000,1,1681,0.07
18959,328,Core B-Type Armor Explosive Hardener,1,5,0,1,,350000,1,1680,0.07
18961,328,Core B-Type Armor Kinetic Hardener,1,5,0,1,,300000,1,1679,0.07
18963,328,Core B-Type Armor Thermic Hardener,1,5,0,1,,250000,1,1678,0.07
18965,328,Core A-Type Armor EM Hardener,1,5,0,1,,200000,1,1681,0.07
18967,328,Core A-Type Armor Explosive Hardener,1,5,0,1,,350000,1,1680,0.07
18969,328,Core A-Type Armor Kinetic Hardener,1,5,0,1,,300000,1,1679,0.07
18971,328,Core A-Type Armor Thermic Hardener,1,5,0,1,,250000,1,1678,0.07
18973,328,Core X-Type Armor EM Hardener,1,5,0,1,,200000,1,1681,0.07
18975,328,Core X-Type Armor Explosive Hardener,1,5,0,1,,350000,1,1680,0.07
18977,328,Core X-Type Armor Kinetic Hardener,1,5,0,1,,300000,1,1679,0.07
18979,328,Core X-Type Armor Thermic Hardener,1,5,0,1,,250000,1,1678,0.07
18981,325,Coreli C-Type Small Remote Armor Repairer,20,5,0,1,,4996,1,1059,0.07
18983,325,Coreli B-Type Small Remote Armor Repairer,20,5,0,1,,4996,1,1059,0.07
18985,325,Coreli A-Type Small Remote Armor Repairer,20,5,0,1,,4996,1,1059,0.07
18987,325,Corelum C-Type Medium Remote Armor Repairer,20,10,0,1,,12470,1,1058,0.07
18989,325,Corelum B-Type Medium Remote Armor Repairer,20,10,0,1,,12470,1,1058,0.07
18991,325,Corelum A-Type Medium Remote Armor Repairer,20,10,0,1,,12470,1,1058,0.07
18999,62,Corpii C-Type Small Armor Repairer,500,5,0,1,,20000,1,1049,0.07
19001,62,Corpii B-Type Small Armor Repairer,500,5,0,1,,20000,1,1049,0.07
19003,62,Corpii A-Type Small Armor Repairer,500,5,0,1,,20000,1,1049,0.07
19005,62,Centii C-Type Small Armor Repairer,500,5,0,1,,20000,1,1049,0.07
19007,62,Centii B-Type Small Armor Repairer,500,5,0,1,,20000,1,1049,0.07
19009,62,Centii A-Type Small Armor Repairer,500,5,0,1,,20000,1,1049,0.07
19011,62,Coreli C-Type Small Armor Repairer,500,5,0,1,,20000,1,1049,0.07
19013,62,Coreli B-Type Small Armor Repairer,500,5,0,1,,20000,1,1049,0.07
19015,62,Coreli A-Type Small Armor Repairer,500,5,0,1,,20000,1,1049,0.07
19017,62,Corpum C-Type Medium Armor Repairer,500,10,0,1,,40000,1,1050,0.07
19019,62,Corpum B-Type Medium Armor Repairer,500,10,0,1,,40000,1,1050,0.07
19021,62,Corpum A-Type Medium Armor Repairer,500,10,0,1,,40000,1,1050,0.07
19023,62,Centum C-Type Medium Armor Repairer,500,10,0,1,,40000,1,1050,0.07
19025,62,Centum B-Type Medium Armor Repairer,500,10,0,1,,40000,1,1050,0.07
19027,62,Centum A-Type Medium Armor Repairer,500,10,0,1,,40000,1,1050,0.07
19029,62,Corelum C-Type Medium Armor Repairer,500,10,0,1,,40000,1,1050,0.07
19031,62,Corelum B-Type Medium Armor Repairer,500,10,0,1,,40000,1,1050,0.07
19033,62,Corelum A-Type Medium Armor Repairer,500,10,0,1,,40000,1,1050,0.07
19035,62,Core C-Type Large Armor Repairer,500,50,0,1,4,39996,1,1051,0.07
19036,62,Core B-Type Large Armor Repairer,500,50,0,1,4,39996,1,1051,0.07
19037,62,Core A-Type Large Armor Repairer,500,50,0,1,4,39996,1,1051,0.07
19038,62,Core X-Type Large Armor Repairer,500,50,0,1,4,39996,1,1051,0.07
19039,62,Corpus C-Type Large Armor Repairer,500,50,0,1,4,39996,1,1051,0.07
19040,62,Centus C-Type Large Armor Repairer,500,50,0,1,4,39996,1,1051,0.07
19041,62,Corpus B-Type Large Armor Repairer,500,50,0,1,4,39996,1,1051,0.07
19042,62,Centus B-Type Large Armor Repairer,500,50,0,1,4,39996,1,1051,0.07
19043,62,Corpus A-Type Large Armor Repairer,500,50,0,1,4,39996,1,1051,0.07
19044,62,Centus A-Type Large Armor Repairer,500,50,0,1,4,39996,1,1051,0.07
19045,62,Corpus X-Type Large Armor Repairer,500,50,0,1,4,39996,1,1051,0.07
19046,62,Centus X-Type Large Armor Repairer,500,50,0,1,4,39996,1,1051,0.07
19047,325,Centii C-Type Small Remote Armor Repairer,20,5,0,1,,4996,1,1059,0.07
19049,325,Centii B-Type Small Remote Armor Repairer,20,5,0,1,,4996,1,1059,0.07
19051,325,Centii A-Type Small Remote Armor Repairer,20,5,0,1,,4996,1,1059,0.07
19053,325,Centum C-Type Medium Remote Armor Repairer,20,10,0,1,,12470,1,1058,0.07
19055,325,Centum B-Type Medium Remote Armor Repairer,20,10,0,1,,12470,1,1058,0.07
19057,325,Centum A-Type Medium Remote Armor Repairer,20,10,0,1,,12470,1,1058,0.07
19065,67,Corpii C-Type Small Remote Capacitor Transmitter,1000,5,0,1,,30000,1,695,0.07
19067,67,Corpii B-Type Small Remote Capacitor Transmitter,1000,5,0,1,,30000,1,695,0.07
19069,67,Corpii A-Type Small Remote Capacitor Transmitter,1000,5,0,1,,30000,1,695,0.07
19071,67,Centii C-Type Small Remote Capacitor Transmitter,1000,5,0,1,,30000,1,695,0.07
19073,67,Centii B-Type Small Remote Capacitor Transmitter,1000,5,0,1,,30000,1,695,0.07
19075,67,Centii A-Type Small Remote Capacitor Transmitter,1000,5,0,1,,30000,1,695,0.07
19077,67,Corpum C-Type Medium Remote Capacitor Transmitter,1000,5,0,1,,30000,1,696,0.07
19079,67,Corpum B-Type Medium Remote Capacitor Transmitter,1000,5,0,1,,30000,1,696,0.07
19081,67,Corpum A-Type Medium Remote Capacitor Transmitter,1000,5,0,1,,30000,1,696,0.07
19083,67,Centum C-Type Medium Remote Capacitor Transmitter,1000,5,0,1,,30000,1,696,0.07
19085,67,Centum B-Type Medium Remote Capacitor Transmitter,1000,5,0,1,,30000,1,696,0.07
19087,67,Centum A-Type Medium Remote Capacitor Transmitter,1000,5,0,1,,30000,1,696,0.07
19101,68,Corpii C-Type Small Nosferatu,1000,5,0,1,,39504,1,692,0.07
19103,68,Corpii B-Type Small Nosferatu,1000,5,0,1,,39504,1,692,0.07
19105,68,Corpii A-Type Small Nosferatu,1000,5,0,1,,39504,1,692,0.07
19107,68,Corpum C-Type Medium Nosferatu,1000,5,0,1,,197520,1,693,0.07
19109,68,Corpum B-Type Medium Nosferatu,1000,5,0,1,,197520,1,693,0.07
19111,68,Corpum A-Type Medium Nosferatu,1000,5,0,1,,197520,1,693,0.07
19113,68,Corpus C-Type Heavy Nosferatu,1000,5,0,1,,987600,1,694,0.07
19115,68,Corpus B-Type Heavy Nosferatu,1000,5,0,1,,987600,1,694,0.07
19117,68,Corpus A-Type Heavy Nosferatu,1000,5,0,1,,987600,1,694,0.07
19119,68,Corpus X-Type Heavy Nosferatu,1000,5,0,1,,987600,1,694,0.07
19129,41,Gistii C-Type Small Remote Shield Booster,0,5,0,1,,4996,1,603,0.07
19131,41,Gistii B-Type Small Remote Shield Booster,0,5,0,1,,4996,1,603,0.07
19133,41,Gistii A-Type Small Remote Shield Booster,0,5,0,1,,4996,1,603,0.07
19135,41,Pithi C-Type Small Remote Shield Booster,0,5,0,1,,4996,1,603,0.07
19137,41,Pithi B-Type Small Remote Shield Booster,0,5,0,1,,4996,1,603,0.07
19139,41,Pithi A-Type Small Remote Shield Booster,0,5,0,1,,4996,1,603,0.07
19141,41,Gistum C-Type Medium Remote Shield Booster,0,10,0,1,,12470,1,602,0.07
19143,41,Gistum B-Type Medium Remote Shield Booster,0,10,0,1,,12470,1,602,0.07
19145,41,Gistum A-Type Medium Remote Shield Booster,0,10,0,1,,12470,1,602,0.07
19147,41,Pithum C-Type Medium Remote Shield Booster,0,10,0,1,,12470,1,602,0.07
19149,41,Pithum B-Type Medium Remote Shield Booster,0,10,0,1,,12470,1,602,0.07
19151,41,Pithum A-Type Medium Remote Shield Booster,0,10,0,1,,12470,1,602,0.07
19169,40,Gistii C-Type Small Shield Booster,0,5,0,1,,9116,1,609,0.07
19171,40,Gistii B-Type Small Shield Booster,0,5,0,1,,9116,1,609,0.07
19173,40,Gistii A-Type Small Shield Booster,0,5,0,1,,9116,1,609,0.07
19175,40,Pithi C-Type Small Shield Booster,0,5,0,1,,9116,1,609,0.07
19177,40,Pithi B-Type Small Shield Booster,0,5,0,1,,9116,1,609,0.07
19179,40,Pithi A-Type Small Shield Booster,0,5,0,1,,9116,1,609,0.07
19181,40,Gistum C-Type Medium Shield Booster,0,10,0,1,,36464,1,610,0.07
19183,40,Gistum B-Type Medium Shield Booster,0,10,0,1,,36464,1,610,0.07
19185,40,Gistum A-Type Medium Shield Booster,0,10,0,1,,36464,1,610,0.07
19187,40,Pithum C-Type Medium Shield Booster,0,10,0,1,,36464,1,610,0.07
19189,40,Pithum B-Type Medium Shield Booster,0,10,0,1,,36464,1,610,0.07
19191,40,Pithum A-Type Medium Shield Booster,0,10,0,1,,36464,1,610,0.07
19193,40,Gist C-Type Large Shield Booster,0,25,0,1,1,72864,1,611,0.07
19194,40,Gist B-Type Large Shield Booster,0,25,0,1,1,72864,1,611,0.07
19195,40,Gist C-Type X-Large Shield Booster,0,50,0,1,1,291456,1,612,0.07
19196,40,Gist B-Type X-Large Shield Booster,0,50,0,1,1,291456,1,612,0.07
19197,40,Gist A-Type X-Large Shield Booster,0,50,0,1,1,291456,1,612,0.07
19198,40,Gist X-Type X-Large Shield Booster,0,50,0,1,1,291456,1,612,0.07
19199,40,Gist A-Type Large Shield Booster,0,25,0,1,1,72864,1,611,0.07
19200,40,Gist X-Type Large Shield Booster,0,25,0,1,1,72864,1,611,0.07
19201,40,Pith C-Type Large Shield Booster,0,25,0,1,1,72864,1,611,0.07
19202,40,Pith C-Type X-Large Shield Booster,0,50,0,1,1,291456,1,612,0.07
19203,40,Pith B-Type Large Shield Booster,0,25,0,1,1,72864,1,611,0.07
19204,40,Pith B-Type X-Large Shield Booster,0,50,0,1,1,291456,1,612,0.07
19205,40,Pith A-Type Large Shield Booster,0,25,0,1,1,72864,1,611,0.07
19206,40,Pith A-Type X-Large Shield Booster,0,50,0,1,1,291456,1,612,0.07
19207,40,Pith X-Type Large Shield Booster,0,25,0,1,1,72864,1,611,0.07
19208,40,Pith X-Type X-Large Shield Booster,0,50,0,1,1,291456,1,612,0.07
19209,295,Pithum C-Type Explosive Deflection Amplifier,0,5,0,1,,18742,1,1690,0.07
19211,295,Pithum C-Type Thermic Dissipation Amplifier,0,5,0,1,,18742,1,1688,0.07
19213,295,Pithum C-Type Kinetic Deflection Amplifier,0,5,0,1,,18742,1,1689,0.07
19215,295,Pithum C-Type EM Ward Amplifier,0,5,0,1,,18742,1,1691,0.07
19217,295,Pithum B-Type Explosive Deflection Amplifier,0,5,0,1,,18742,1,1690,0.07
19219,295,Pithum B-Type Thermic Dissipation Amplifier,0,5,0,1,,18742,1,1688,0.07
19221,295,Pithum B-Type Kinetic Deflection Amplifier,0,5,0,1,,18742,1,1689,0.07
19223,295,Pithum B-Type EM Ward Amplifier,0,5,0,1,,18742,1,1691,0.07
19225,295,Pithum A-Type Explosive Deflection Amplifier,0,5,0,1,,18742,1,1690,0.07
19227,295,Pithum A-Type Thermic Dissipation Amplifier,0,5,0,1,,18742,1,1688,0.07
19229,295,Pithum A-Type Kinetic Deflection Amplifier,0,5,0,1,,18742,1,1689,0.07
19231,295,Pithum A-Type EM Ward Amplifier,0,5,0,1,,18742,1,1691,0.07
19233,295,Gistum C-Type Explosive Deflection Amplifier,0,5,0,1,,18742,1,1690,0.07
